Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef50_A0A120GWF6	Cluster: Protein PB1-F2	UniProtKB Unreviewed (TrEMBL)	130	Influenza A virus (A/Thailand/KS07117/2007(H1N1); Influenza A virus (A/Thailand/KS07116/2007(H1N1); Influenza A virus (A/New York/1172/2009(H1N1); Influenza A virus (A/New York/1170/2009(H1N1); Influenza A virus (A/New York/3315/2009(H1N1); Influenza A virus (A/Managua/3570.01/2008(H1N1); Influenza A virus (A/Managua/156.01/2008(H1N1); Influenza A virus (A/Managua/5214.01/2008(H1N1); Influenza A virus (A/Managua/521.01/2008(H1N1); Influenza A virus (A/Managua/1225.02/2008(H1N1)	57	0.5
UniRef50_A0A140EKC9	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Waikato/1/2012)	752	0.5
UniRef50_A0A140EKF8	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	12	Influenza B virus (B/Wellington/11/2012); Influenza B virus; Influenza B virus (B/Sydney/503/2013); Influenza B virus (B/New York/WC-LVD-15-015/2015)	560	0.5
UniRef50_A0A141ZTT4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Ontario/5/2015(H3N2)	446	0.5
UniRef50_A0A142C145	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/yellow-legged gull/Kosyh/1-31-07/2011(H13)	134	0.5
UniRef50_A0A172EV79	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	20	Influenza A virus (A/Eurasian curlew/Shanghai/DT1231-2/2014(H5N8); Influenza A virus (A/Eurasian curlew/Shanghai/DT1231-3/2014(H5N8); Influenza A virus (A/common teal/Shanghai/PD1108-6/2013(H5N8); Influenza A virus (A/common teal/Shanghai/PD1108-13/2013(H5N8); Influenza A virus (A/common teal/Shanghai/PD1108-24/2013(H5N8); Influenza A virus (A/common teal/Shanghai/PD1121-19/2013(H5N8); Influenza A virus (A/common teal/Shanghai/PD1108-20/2013(H5N8); Influenza A virus (A/spot-billed duck/Shanghai/PD1202-3/2013(H5N8); Influenza A virus (A/common teal/Shanghai/PD1108-5/2013(mixed); Influenza A virus (A/common teal/Shanghai/PD1202-9/2013(H5N8)	21	0.5
UniRef50_A0A173G6N6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Adana/09/2015(H1N1)	107	0.5
UniRef50_A0A173G6X4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/yellow-billed teal/Chile/21/2014(H8Nx)	162	0.5
UniRef50_A0A182AWP8	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/common teal/Shanghai/PD1118-1/2013(H5N8); Influenza A virus (A/common teal/Shanghai/59T/2008(H9N2)	22	0.5
UniRef50_A0A182AWQ7	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/falcated duck/Shanghai/PD1121-26/2013(H5N8)	13	0.5
UniRef50_A0A182BVB2	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Iraq/KCVL-010/2015(H5N1)	256	0.5
UniRef50_A0A1B0YFY8	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	9	Influenza A virus (A/mallard duck/Korea/6L/2007(H7N6); Influenza A virus (A/duck/Vietnam/OIE-4439/2010(H6N6); Influenza A virus (A/duck/Vietnam/HU1-1635/2014(H6N6); Influenza A virus (A/duck/Vietnam/HU1-637/2014(H6N6); Influenza A virus (A/duck/Vietnam/OIE-745/2011(H11N9); Influenza A virus (A/mallard duck/Korea/VI147540/2014(H11N9); Influenza A virus (A/mallard duck/Korea/VI147532/2014(H11N9); Influenza A virus (A/chicken/Henan/102/2013(H7N9); Marivirga lumbricoides	271	0.5
UniRef50_A0A1C8E0L3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Sao Paulo/34/1995(H3N2)	177	0.5
UniRef50_A0A1D8MDN2	Cluster: Polymerase acidic protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/New York/WC-LVD-15-050/2015(H3)	716	0.5
UniRef50_A0A1D8MDP4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/New York/WC-LVD-15-036/2015(H3N2); Influenza A virus	100	0.5
UniRef50_A0A1D8X858	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus (A/chicken/Iraq/QMG-2/2015(H9N2); Influenza A virus (A/chicken/Iraq/QMG-3/2015(H9N2); Influenza A virus (A/chicken/Iraq/QMG-4/2015(H9N2); Influenza A virus (A/chicken/Iraq/QMG-6/2014(H9N2); Influenza A virus (A/chicken/Iraq/QMG-1/2015(H9N2); Influenza A virus (A/chicken/Iran/AIa/2013(H9)	210	0.5
UniRef50_A0A1I9LXG9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Morocco/Meknes01/2016(H9N2); Influenza A virus (A/chicken/Morocco/Meknes02/2016(H9N2)	157	0.5
UniRef50_A0A1L1V2F7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	119	Influenza A virus (A/Taiwan/10010/2010(H1N1); Influenza A virus (A/Taiwan/92522/2009(H1N1); Influenza A virus (A/Taiwan/92233/2009(H1N1); Influenza A virus (A/Taiwan/10053/2010(H1N1); Influenza A virus (A/Taiwan/92631-2/2009(H1N1); Influenza A virus (A/Taiwan/92622/2009(H1N1); Influenza A virus (A/Taiwan/92631/2009(H1N1); Influenza A virus (A/Taiwan/10338/2010(H1N1); Influenza A virus (A/Taiwan/92630/2009(H1N1); Influenza A virus (A/Taiwan/92558/2009(H1N1)	162	0.5
UniRef50_A0A1L5YLK7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	27	Influenza A virus (A/chicken/Iran/ARH1535.3/2015(H9N2); Influenza A virus (A/chicken/Iran/ARH1600/2016(H9N2); Influenza A virus (A/chicken/Iran/ARHH1447/2015(H9N2); Influenza A virus (A/chicken/Iran/ARH1451/2015(H9N2); Influenza A virus; Influenza A virus (A/chicken/Afghanistan/GHD15/2016(H9N2); Influenza A virus (A/chicken/Afghanistan/GHD21/2016(H9N2); Influenza A virus (A/chicken/Afghanistan/GHD26/2017(H9N2); Influenza A virus (A/chicken/Afghanistan/GHD9/2016(H9N2); Influenza A virus (A/chicken/Egypt/VRLCU-2/2012(H9N2)	160	0.5
UniRef50_A0A1S5QT87	Cluster: Protein PB1-F2	UniProtKB Unreviewed (TrEMBL)	405	Influenza A virus (A/swine/Indiana/A01812068/2015(H1N1); Influenza A virus (A/swine/Missouri/A01945149/2015(H1N1); Influenza A virus (A/swine/Missouri/A01492716/2014(H1N1); Influenza A virus (A/swine/Indiana/A01812180/2016(H1N1); Influenza A virus (A/swine/Indiana/A01732806/2016(H1N1); Influenza A virus (A/swine/Indiana/A01260998/2015(H1N1); Influenza A virus (A/swine/Indiana/A01812063/2015(H1N1); Influenza A virus (A/swine/Belgium/Lichtervelde-57/2013(H1N1); Influenza A virus (A/swine/Belgium/Doel-80/2011(H1N1); Influenza A virus	79	0.5
UniRef50_A0A1W5M813	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/lesser black-backed gull/Finland/10442/2007(H13)	218	0.5
UniRef50_A0A1W5M820	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	3	Influenza A virus (A/herring gull/Finland/10752/2007(H16); Influenza A virus (A/gull/Maryland/704/1977(H13N6)	335	0.5
UniRef50_A0A1W5VP58	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	24	Influenza A virus (A/Mexico/INCMNSZ/RFH519/2014(H1N1); Influenza A virus (A/Mexico/INCMNSZ/RFI193/2014(H1N1); Influenza A virus (A/Mexico/INCMNSZ/RFB851/2012(H1N1); Influenza A virus (A/Pondicherry/PIM7/2012(H1N1); Influenza A virus (A/Mexico/INCMNSZ/RFB811/2012(H1N1); Influenza A virus (A/Pondicherry/JIM1117/2015(H1N1); Influenza A virus (A/Para/122066/2013(H1N1); Influenza A virus (A/Casablanca/0084/2013(H1N1); Influenza A virus (A/Casablanca/0105/2013(H1N1); Influenza A virus (A/Casablanca/0067/2013(H1N1)	218	0.5
UniRef50_A0A1Z1DYZ6	Cluster: PB1-F2 protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Semarang/04141225-07/2014(H5N1)	43	0.5
UniRef50_A0A220DM04	Cluster: Matrix protein P42 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza D virus (D/bovine/Ireland/007780/2014); Influenza D virus	207	0.5
UniRef50_A0A220DM07	Cluster: Polyprotein p42 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza D virus (D/bovine/Ireland/007780/2014); Influenza D virus (D/bovine/Ireland/082301/2014)	190	0.5
UniRef50_A0A220E582	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/West Java/M92_20/2017(H9N2)	73	0.5
UniRef50_A0A220QSD3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	44	Influenza A virus (A/Ontario/03/2016(H1N1); Influenza A virus (A/Castilla La Mancha/14056/2013(H1N1); Influenza A virus (A/Beijing/11022/2013(H1N1); Influenza A virus (A/Pavia/130/2015(H1N1); Influenza A virus (A/British Columbia/83/2016(H1N1); Influenza A virus (A/Alberta/26/2016(H1N1); Influenza A virus (A/Tunisia/2137/2011(H1N1); Influenza A virus (A/Tunisia/2133/2011(H1N1); Influenza A virus (A/Tunisia/1701/2011(H1N1); Influenza A virus (A/Tunisia/2140/2011(H1N1)	309	0.5
UniRef50_A0A221QBA8	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/New York/WC-LVD-15-023/2015)	403	0.5
UniRef50_A0A221S4E3	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/New York/WC-LVD-15-018/2015); Influenza A virus (A/Jodhpur/s3/2015(H1N1)	419	0.5
UniRef50_A0A221S4L0	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/New York/WC-LVD-15-018/2015)	752	0.5
UniRef50_A0A223FKP9	Cluster: CM2 protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza C virus (C/Minnesota/04/2015)	72	0.5
UniRef50_A0A223LNU0	Cluster: PB1-F2 protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Jodhpur/3248/2012(H1N1)	24	0.5
UniRef50_A0A248SN85	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Faisalabad/H9CCL1/2017(H9N2); Influenza A virus	95	0.5
UniRef50_A0A249Y2W1	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nicaragua/7505_01_TR3/2014)	86	0.5
UniRef50_A0A2H4LIM6	Cluster: PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	1012	Influenza A virus (A/swan/Voronezh/2/2017(H5N8); Influenza A virus (A/goose/Kalmykia/813/2016(H5N8); Influenza A virus; Influenza A virus (A/chicken/Chechnya/58/2017(H5N8); Influenza A virus (A/Cygnus olor/Belgium/1567/2017(H5N8); Influenza A virus (A/duck/Democratic Republic of theCongo/17RS882-33/2017(H5N8); Influenza A virus (A/duck/Democratic Republic of theCongo/17RS882-40/2017(H5N8); Influenza A virus (A/duck/Democratic Republic of theCongo/17RS882-29/2017(H5N8); Influenza A virus (A/duck/Democratic Republic of theCongo/17RS882-5/2017(H5N8); Influenza A virus (A/turkey/Poland/09/2014(H9N2)	52	0.5
UniRef50_A0A2H4PVU2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	349	Influenza A virus (A/Assam/RMRC_1745/2017(H1N1); Influenza A virus (A/Texas/AF2579/2009(H1N1); Influenza A virus (A/Korea/AF2422/2009(H1N1); Influenza A virus (A/California/AF2120/2009(H1N1); Influenza A virus (A/Illinois/AF2883/2012(H1N1); Influenza A virus; Influenza A virus (A/Alabama/AF2068/2010(H1N1); Influenza A virus (A/Illinois/AF2220/2009(H1N1); Influenza A virus (A/Japan/AF2270/2009(H1N1); Influenza A virus (A/Florida/2939/2012(H1N1)	417	0.5
UniRef50_A0A2H4TDL7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	8	Influenza A virus (A/mallard duck/Korea/VI147541/2014(H11N9); Influenza A virus (A/mallard duck/Korea/VI147616/2014(H11N9); Influenza A virus (A/mallard duck/Korea/VI147571/2014(H11N9); Influenza A virus (A/mallard duck/Korea/VI147576/2014(H11N9); Influenza A virus (A/moorhen/Peru/120/2009(H1N9); Influenza A virus (A/duck/Korea/S28/2005(H3N6); Influenza A virus (A/duck/Fujian/5614/2007(H6N6); Staphylococcus capitis	351	0.5
UniRef50_A0A2I6B5E9	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/New York/B-WC-LVD-16-018/2016)	292	0.5
UniRef50_A0A2I6B5F0	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/New York/B-WC-LVD-16-018/2016)	86	0.5
UniRef50_A0A2I6SXA0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/Rio Grande do Sul/RS-3466/2009(H1N1); Influenza A virus (A/Thailand/CU-C1070/2010(H1N1); Influenza A virus (A/Thailand/CU-C1025/2010(H1N1); Influenza A virus (A/Thailand/CU-C1006/2010(H1N1); Influenza A virus (A/Mexico/InDRE11804a/2009(H1N1)	168	0.5
UniRef50_A0A2L2BI60	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	20	Influenza A virus; Influenza A virus (A/ring-billed gull/Newfoundland/GR384/2011(H13N6); Influenza A virus (A/great black-backedgull/Newfoundland/AB001/2011(H9N9); Influenza A virus (A/northern shoveler/California/HKWF1367/2007(H3N7)	177	0.5
UniRef50_A0A2L2BI69	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus; Influenza A virus (A/turkey/France/03295/2003(H9N9); Influenza A virus (A/Spotted dove/Vietnam/WBT191/2014(H5N6); Influenza A virus (A/Common moorhen/Vietnam/WBT226/2014(H5N6); Influenza A virus (A/Chinese pond heron/Vietnam/WBT231/2014(H5N6)	127	0.5
UniRef50_A0A2L2BI87	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	134	0.5
UniRef50_A0A2P1GNM9	Cluster: PB2	UniProtKB Unreviewed (TrEMBL)	1	Wenling hagfish influenza virus	772	0.5
UniRef50_A0A2P1GNP4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Wuhan spiny eel influenza virus	472	0.5
UniRef50_A0A2P1GNQ0	Cluster: PA	UniProtKB Unreviewed (TrEMBL)	2	Wuhan asiatic toad influenza virus; Newt influenza virus	722	0.5
UniRef50_A0A2P1GNQ1	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL); UniParc	2	Wuhan asiatic toad influenza virus	567	0.5
UniRef50_A0A2P1GNQ3	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Wenling hagfish influenza virus	755	0.5
UniRef50_A0A2P1GNQ6	Cluster: Matrix protein 2	UniProtKB Unreviewed (TrEMBL)	1	Wuhan spiny eel influenza virus	124	0.5
UniRef50_A0A2P1GNR4	Cluster: PA	UniProtKB Unreviewed (TrEMBL)	1	Wenling hagfish influenza virus	756	0.5
UniRef50_A0A2P1GNT2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Wuhan asiatic toad influenza virus; unidentified influenza virus	466	0.5
UniRef50_A0A2P1GNV0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Wuhan spiny eel influenza virus	568	0.5
UniRef50_A0A2P1GNV7	Cluster: NP	UniProtKB Unreviewed (TrEMBL)	1	Wuhan asiatic toad influenza virus	607	0.5
UniRef50_A0A2P1GNW0	Cluster: NS	UniProtKB Unreviewed (TrEMBL)	1	Wuhan spiny eel influenza virus	283	0.5
UniRef50_A0A2P1GNW9	Cluster: NP	UniProtKB Unreviewed (TrEMBL)	1	Wenling hagfish influenza virus	592	0.5
UniRef50_A0A2R4N9K4	Cluster: sialate O-acetylesterase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza C virus	148	0.5
UniRef50_A0A2S1B5D0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	70	Influenza B virus; Influenza B virus (B/Thailand/CU-B6931/2012); Influenza B virus (B/Palermo/42/2013); Influenza B virus (B/Hong Kong/CUHK39928/2010); Influenza B virus (B/Sao Paulo/45145/2011); Influenza B virus (B/Thailand/CU-B5616/2011); Influenza B virus (B/Philippines/clinical isolate SA65/2002); Influenza B virus (B/Hong Kong/CUHK05893/2001); Influenza B virus (B/Hong Kong/CUHK20976/2000); Influenza B virus (B/Hong Kong/CUHK22467/2001)	195	0.5
UniRef50_A0A2U8J8E1	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	8	Influenza A virus; Influenza A virus (A/chicken/Egypt/10/2014(H5N1); Influenza A virus (A/turkey/Egypt/11/2014(H5N1); Influenza A virus (A/duck/Egypt/VRLCU/2012(H5N1); Influenza A virus (A/chicken/Egypt/VRLCU157-12/2013(H5N1); Influenza A virus (A/duck/Egypt/1/2014(H5N1)	113	0.5
UniRef50_A0A2U8LND5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	249	0.5
UniRef50_A0A2U8NB28	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus	62	0.5
UniRef50_A0A2Z4FT51	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	106	0.5
UniRef50_A0A2Z4NB99	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	146	0.5
UniRef50_A0A2Z4WIV6	Cluster: Polymerase basic protein 2	UniProtKB Unreviewed (TrEMBL)	88	Influenza A virus; Influenza A virus (A/Canoas/LACENRS-1829/2013(H1N1); Influenza A virus (A/duck/Vietnam/40/2004(H5N1); Influenza A virus (A/chicken/Korea/S12/03(H9N2); Influenza A virus (A/duck/Korea/S13/2003(H9N2); Influenza A virus (A/chicken/Egypt/14VIR784-11-133AL/2013(H5N1); Influenza A virus (A/swine/Iowa/H02HE4/2002(H1N1); Influenza A virus (A/duck/Vietnam/148/2004(H5N1); Influenza A virus (A/duck/Korea/S9/03(H3N2); Influenza A virus (A/turkey/BC/1529-3/2005(H3N2)	446	0.5
UniRef50_A0A343ZB06	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza C virus	65	0.5
UniRef50_A0A345HGA7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	17	Influenza A virus; Influenza A virus (A/Duck/Hong Kong/ww461/2000(H5N1); Influenza A virus (A/swine/Hong Kong/1311/01(H3N2); Influenza A virus (A/swine/Hong Kong/9296/01(H3N2); Influenza A virus (A/duck/Vietnam/HU1-637/2014(H6N6); Influenza A virus (A/mallard/Czech Republic/15902-4K/2009(H6); Influenza A virus (A/mallard/Czech Republic/15902-18T/2009(H6); Influenza A virus (A/mallard/Czech Republic/15902-23K/2009(H6N2); Influenza A virus (A/mallard/Czech Republic/15902-12K/2009(H11N2); Influenza A virus (A/swine/Arkansas/SG1381/2011(H1N2)	404	0.5
UniRef50_A0A345Z8Y1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus; Influenza A virus (A/goose/Guangdong/k0103/2010(H5N5)	473	0.5
UniRef50_A0A346HBZ7	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	276	0.5
UniRef50_A0A385F4Q1	Cluster: Nuclear export protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	121	0.5
UniRef50_A0A385F4R6	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	230	0.5
UniRef50_A0A385Y5H9	Cluster: Hemagglutinin-esterase (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza D virus; Influenza D virus (D/bovine/Ireland/010807/2016); Influenza D virus (D/bovine/Ireland/082301/2014); Influenza D virus (D/bovine/Ireland/007780/2014)	196	0.5
UniRef50_A0A3B8DDX4	Cluster: Nuclear export protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	29	Influenza A virus; Influenza A virus (A/chicken/Neimonggu/nk/2002(H9N2); Influenza A virus (A/swine/Shandong/SD2/2014(H5N1); Influenza A virus (A/chicken/Nigeria/08VIR4337-446/2006(H5N1); Influenza A virus (A/Pavia/13/2007(H1N1); Influenza A virus (A/chicken/Egypt/0962S-NLQP/2009(H5N1); Influenza A virus (A/chicken/Shanghai/Y1/2006(H9N2); Influenza A virus (A/chicken/Shanghai/Y1/2007(H9N2); Influenza A virus (A/chicken/Shanghai/Y2/2006(H9N2); Influenza A virus (A/duck/Egypt/09224F-NLQP/2009(H5N1)	73	0.5
UniRef50_A0A3G2CBP3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	458	0.5
UniRef50_A0A3G2CBQ9	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	518	0.5
UniRef50_A0A3G5BA73	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	36	Influenza A virus; Influenza A virus (A/swine/Nigeria/IBDVR004/2015(H1N1); Influenza A virus (A/swine/Nigeria/IBDVR005/2015(H1N1); Influenza A virus (A/swine/Ghana/KM001/2014(H1N1); Influenza A virus (A/swine/Ghana/KM002/2014(H1N1); Influenza A virus (A/swine/Nigeria/IBDVR001/2008(H1N1); Influenza A virus (A/swine/Nigeria/IBDVR004/2008(H1N1); Influenza A virus (A/Ghana/KM002/2015(H1N1); Influenza A virus (A/swine/Nigeria/IBDVR003/2008(H1N1); Influenza A virus (A/swine/Nigeria/IBDVR002/2008(H1N1)	82	0.5
UniRef50_A0A3G5BMN2	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/Cambodia/NHRCC00005/2009(H3N2)	70	0.5
UniRef50_A0A3Q8TKN4	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	12	0.5
UniRef50_A0A3Q9EEX8	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus; Influenza A virus (A/equine/Sao_Paulo/8.FMVZ/2015(H3N8); Influenza A virus (A/swine/Georgia/SG1195/2004(H1N1); Influenza A virus (A/chicken/Egypt/1118AF/2011(H5N1); Influenza A virus (A/chicken/Egypt/1113/2011(H5N1); Influenza A virus (A/equine/Sao_Paulo/12.FMVZ/2015(H3N8); Influenza A virus (A/duck/Hokkaido/86/01(H2N3); Influenza A virus (A/swan/Hokkaido/4/1996(H5N3); Influenza A virus (A/duck/Hokkaido/1197/2001(H1N1); Influenza A virus (A/duck/Vietnam/OIE-4217/2010(H6N2)	180	0.5
UniRef50_A0A3Q9R047	Cluster: sialate O-acetylesterase (Fragment)	UniProtKB Unreviewed (TrEMBL)	10	Influenza D virus; Influenza D virus (D/swine/Guangdong/YS1/2016); Influenza D virus (D/bovine/Guangdong/RS4/2016); Influenza D virus (D/bovine/Guangdong/QQ1/2016); Influenza D virus (D/bovine/Guangdong/QQ7/2016); Influenza D virus (D/swine/Guangdong/YS2/2016); Influenza D virus (D/swine/Guangdong/U16/2016); Influenza D virus (D/bovine/Guangdong/QQ4/2016); Influenza D virus (D/bovine/Guangdong/LG2/2016); Influenza D virus (D/bovine/Guangdong/QQ12/2016)	165	0.5
UniRef50_A0A3S7SK59	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	82	Influenza B virus; Influenza B virus (B/Guangdong/GZ119/2009); Influenza B virus (B/Memphis/20/1996); Influenza B virus (B/Quebec/46/2014); Influenza B virus (B/Quebec/38/2014); Influenza B virus (B/Washington/3035/2012); Influenza B virus (B/Ohio/3036/2012); Influenza B virus (B/New York/3032/2012); Influenza B virus (B/Kagoshima/15/94); Influenza B virus (B/Seoul/28/97)	525	0.5
UniRef50_A0A411LPJ5	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	47	Influenza A virus; Influenza A virus (A/chicken/Chandigarh/2048/2003(H9N2); Influenza A virus (A/chinstrap penguin/Antarctic/AE177/2011(H6N8); Influenza A virus (A/brown skua/Antarctic/AE66/2011(H6N8); Influenza A virus (A/swine/Cotes d'Armor/016007/2005(H1N1); Influenza A virus (A/swine/Italy/290851/2004(H1N1); Influenza A virus (A/Uganda/MUWRP-015/2008(H3N2); Influenza A virus (A/Connecticut/Flu023/2012(H3N2); Influenza A virus (A/Connecticut/Flu018/2012(H3N2); Influenza A virus (A/common murre/Newfoundland/HM524/2011(H1N2)	174	0.5
UniRef50_A0A411N1S9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	168	Influenza A virus; Influenza A virus (A/chicken/Jiangsu/J2707/2014(H9); Influenza A virus (A/chicken/Chongqing/T91/2012(H9); Influenza A virus (A/chicken/Sichuan/P347/2012(H9); Influenza A virus (A/chicken/Yunnan/V293/2012(H9); Influenza A virus (A/chicken/Chongqing/T92/2012(H9); Influenza A virus (A/chicken/Shanxi/S190/2012(H9); Influenza A virus (A/chicken/Shanghai/S3221/2014(H9)	357	0.5
