Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef90_A0A067YYZ1	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL)	23	Influenza A virus (A/duck/Hubei/S1366/2009(H6N2); Influenza A virus; Influenza A virus (A/duck/Shantou/2167/2001(H6N2); Influenza A virus (A/wild duck/Shantou/1651/2000(H6N2); Influenza A virus (A/chicken/Zhejiang/110144/2015(H6N6); Influenza A virus (A/goose/Guangdong/S4362/2009(H6N6); Influenza A virus (A/duck/Guangdong/S4192/2008(H6N2); Influenza A virus (A/duck/Jiangxi/5748/2006(H6N2); Influenza A virus (A/duck/Guangxi/121/2012(H6N2); Influenza A virus (A/chicken/Guangxi/121/2012(H6N2)	217	0.9
UniRef90_A0A067YZF3	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL); UniParc	890	Influenza A virus (A/duck/Hubei/S1114/2009(H6N2); Influenza A virus; Influenza A virus (A/duck/Fujian/816/2007(H6N6); Influenza A virus (A/duck/Jiangsu/J2417/2014(H6); Influenza A virus (A/duck/Fujian/416/2006(H6N2); Influenza A virus (A/duck/Fujian/1904/2006(H6N6); Influenza A virus (A/duck/Fujian/2595/2006(H6N6); Influenza A virus (A/duck/Fujian/2292/2006(H6N6); Influenza A virus (A/waterfowl/Korea/S245/2016(H6N2); Influenza A virus (A/environment/Vietnam/HU1-1426/2014(H6N2)	566	0.9
UniRef90_A0A067YZK2	Cluster: Putative PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Guangdong/S1663/2009(H6N6)	52	0.9
UniRef90_A0A067Z0C4	Cluster: Putative PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Guangdong/S3073/2010(H6N6)	52	0.9
UniRef90_A0A067Z0D3	Cluster: Putative PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	24	Influenza A virus (A/duck/Guangdong/S1566/2009(H6N2); Influenza A virus (A/goose/Guangdong/S4362/2009(H6N6); Influenza A virus; Influenza A virus (A/duck/Guangdong/S3180/2010(H6N6); Influenza A virus (A/duck/Guangxi/3574/2006(H6N2); Influenza A virus (A/chicken/Hunan/S4191/2009(H6N2); Influenza A virus (A/duck/Hunan/S4386/2009(H6N2); Influenza A virus (A/duck/Hunan/S3047/2009(H6N2); Influenza A virus (A/duck/Jiangxi/24570/2009(mixed); Influenza A virus (A/duck/Hubei/5/2010(H6N6)	52	0.9
UniRef90_A0A068EIF8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/swine/Italy/311349/2013(H3N2); Influenza A virus (A/swine/Italy/100176-1/2013(H3N2)	469	0.9
UniRef90_A0A068EK98	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Italy/250481_2/2013(H3N2)	469	0.9
UniRef90_A0A068EKW6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Italy/282811/2013(H3N2)	469	0.9
UniRef90_A0A068FSG0	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Ho Chi Minh/722.8/2010(H3N2); Influenza A virus (A/Ho Chi Minh/660.8/2010(H3N2); Influenza A virus	566	0.9
UniRef90_A0A068FST4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Nebraska/A01104081/2014(H1N2)	469	0.9
UniRef90_A0A068IVI9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Washington/07/2014)	466	0.9
UniRef90_A0A068IVP5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Utah/01/2014)	466	0.9
UniRef90_A0A068IVT1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Indiana/02/2014)	466	0.9
UniRef90_A0A068IVZ1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Texas/07/2014)	466	0.9
UniRef90_A0A068IWC2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Louisiana/02/2014)	466	0.9
UniRef90_A0A068IWK3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/North Carolina/03/2014)	466	0.9
UniRef90_A0A068IWN8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Louisiana/01/2014)	466	0.9
UniRef90_A0A068IWP2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Utah/02/2014)	466	0.9
UniRef90_A0A068IWP8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Utah/03/2014)	466	0.9
UniRef90_A0A068IWV5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Idaho/01/2014)	466	0.9
UniRef90_A0A068IWZ5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/New York/02/2014)	466	0.9
UniRef90_A0A068IY05	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Minnesota/02/2014)	466	0.9
UniRef90_A0A068IY21	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Washington/01/2014)	466	0.9
UniRef90_A0A068IY31	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Delaware/02/2014)	466	0.9
UniRef90_A0A068IYS7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Maryland/02/2014)	466	0.9
UniRef90_A0A068IZ01	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Mississippi/01/2014)	466	0.9
UniRef90_A0A068IZC3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	4	Influenza B virus (B/Wisconsin/03/2014); Influenza B virus (B/Maryland/04/2014); Influenza B virus (B/Maryland/05/2014); Influenza B virus (B/Maryland/03/2014)	466	0.9
UniRef90_A0A068J1R5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Hawaii/01/2014)	466	0.9
UniRef90_A0A068J1X4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nevada/08/2014)	466	0.9
UniRef90_A0A068J237	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wyoming/01/2014)	466	0.9
UniRef90_A0A068J2H7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Nebraska/03/2014); Influenza B virus (B/South Dakota/02/2014); Influenza B virus (B/Nebraska/02/2014)	466	0.9
UniRef90_A0A068J2S8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Washington/06/2014)	466	0.9
UniRef90_A0A075BHP5	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Shandong/01/2011(H9N2); Wansuia hejianensis	75	0.9
UniRef90_A0A075BHP8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Shandong/sd01/2010(H9N2)	466	0.9
UniRef90_A0A075BHQ0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Shandong/HL/2010(H9N2)	466	0.9
UniRef90_A0A075BHQ2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Shandong/05/2011(H9N2)	466	0.9
UniRef90_A0A075BI32	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	2	Influenza A virus (A/chicken/Shandong/01/2011(H9N2); Influenza A virus (A/Zhejiang/DTID-ZJU01/2013(H7N9)	435	0.9
UniRef90_A0A075BIC2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Shandong/zc11/2009(H9N2)	466	0.9
UniRef90_A0A075BIC5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Hebei/fx05/2010(H9N2)	466	0.9
UniRef90_A0A075BIE2	Cluster: Matrix protein 1	UniProtKB Unreviewed (TrEMBL); UniParc	664	Influenza A virus (A/chicken/Shandong/06/2010(H9N2); Influenza A virus (A/Thailand/M38/2005(H5N1); Influenza A virus (A/environment/Qinghai/1/2008(H5N1); Influenza A virus (A/swine/Italy/425/1976(H1N1); Influenza A virus (A/swine/Italy/635/1987(H3N2); Influenza A virus (A/swine/Italy/768/1988(H1N1); Influenza A virus (A/swine/Italy/309/1983(H3N2); Influenza A virus (A/swine/Italy/1850/1977(H3N2); Influenza A virus (A/swine/Italy/835/1989(H1N1); Influenza A virus (A/Belgium/DA83/2009(H1N1)	252	0.9
UniRef90_A0A075BIF8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/chicken/Shandong/09/2011(H9N2); Influenza A virus (A/chicken/Shandong/11/2011(H9N2); Influenza A virus (A/chicken/Shandong/06/2011(H9N2); Influenza A virus (A/chicken/Shandong/07/2011(H9N2)	466	0.9
UniRef90_A0A075BIK1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Guangdong/01/2011(H9N2)	466	0.9
UniRef90_A0A075BUN4	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	8	Influenza A virus (A/swine/Italy/225349-4/2012(H1N1); Influenza A virus (A/swine/Italy/225349-2/2012(H1N1); Influenza A virus (A/swine/Italy/225349-1/2012(H1N1); Influenza A virus (A/swine/Italy/120336/2012(H1N1); Influenza A virus	568	0.9
UniRef90_A0A075C091	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_SEA-3605/2008)	464	0.9
UniRef90_A0A075C0A0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_SI-2726/2010)	459	0.9
UniRef90_A0A075C0C7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Thailand/Siriraj ICRC_Flu12/012/2012); Influenza B virus (B/Bangkok/SI54/2012)	466	0.9
UniRef90_A0A075C0D4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_Flu12/011/2012)	466	0.9
UniRef90_A0A075C0F7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_SEA-3499/2008)	464	0.9
UniRef90_A0A075C0H4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_NMA_1/2011)	461	0.9
UniRef90_A0A075C0I6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_BKK_2/2012)	466	0.9
UniRef90_A0A075C0K6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_Flu12/019/2012)	459	0.9
UniRef90_A0A075C1W7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Thailand/Siriraj ICRC_Flu12/020/2012)	436	0.9
UniRef90_A0A075C378	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	5	Influenza B virus (B/Thailand/Siriraj ICRC_BKK_1/2012); Influenza B virus (B/Kansas/01/2012); Influenza B virus (B/Beijing/FL94/2012); Influenza B virus (B/Thailand/Siriraj ICRC_Flu12/015/2012); Influenza B virus (B/Beijing/13-20/2013)	466	0.9
UniRef90_A0A075C8I1	Cluster: Polymerase acidic protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Santa Cruz/87212/2009(H1N1)	716	0.9
UniRef90_A0A075C8I7	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Santa Cruz/995/2010(H1N1)	757	0.9
UniRef90_A0A075C914	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Santa Cruz/96/2012)	499	0.9
UniRef90_A0A075C990	Cluster: Polymerase acidic protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Santa Cruz/97831/2009(H1N1)	716	0.9
UniRef90_A0A075CAW8	Cluster: Protein PA-X	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Santa Cruz/87212/2009(H1N1)	232	0.9
UniRef90_A0A075CAY2	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Santa Cruz/21641/2009(H1N1)	752	0.9
UniRef90_A0A075DHY9	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/blue-winged teal/LA/AI13-238/2013(H7N7); Influenza A virus (A/blue-winged teal/LA/AI13-178/2013(H7N7); Influenza A virus (A/blue-winged teal/LA/AI13-1226/2013(H7N7)	74	0.9
UniRef90_A0A075DII7	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/blue-winged teal/LA/AI13-232/2013(H7N7); Influenza A virus (A/chicken/Korea/LBM76/2007(H9N2); Influenza A virus (A/chicken/NY/101250-7/2001(H6N2)	72	0.9
UniRef90_A0A075DJP0	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/blue-winged teal/TX/AI12-570/2012(H7N1)	70	0.9
UniRef90_A0A075DMZ1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	29	Influenza A virus (A/waterfowl/Korea/S005/2014(H5N8); Influenza A virus; Influenza A virus (A/broiler duck/Korea/H65/2014(H5N8); Influenza A virus (A/Northern pintail/Washington/196271/2014(H5N8)	470	0.9
UniRef90_A0A075EKA0	Cluster: Protein PB1-F2	UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus (A/swine/Guangxi/592/2011(H5N1); Influenza A virus; Influenza A virus (A/chicken/Vietnam/HU4-1328/2015(H5N1); Influenza A virus (A/chicken/Vietnam/HU4-1326/2015(H5N1); Influenza A virus (A/duck/Vietnam/NCVD-15A60/2015(H5N1); Influenza A virus (A/chicken/Vietnam/HU4-1312/2015(H5N1); Influenza A virus (A/chicken/Vietnam/HU4-1316/2015(H5N1); Influenza A virus (A/chicken/Vietnam/NCVD14-A501/2014(H5N1); Influenza A virus (A/duck/Vietnam/NCVD14-A502/2014(H5N1); Influenza A virus (A/duck/Vietnam/NCVD14-A447/2014(H5N1)	57	0.9
UniRef90_A0A075EKQ6	Cluster: Putative PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus (A/swine/Guangxi/2841/2010(H1N1); Influenza A virus (A/swine/Guangdong/2410/2010(H1N1); Influenza A virus (A/swine/Guangdong/2407/2010(H1N1); Influenza A virus (A/swine/Guangdong/2419/2010(H1N1); Influenza A virus (A/swine/Guangdong/2424/2010(H1N1); Influenza A virus (A/swine/Guangdong/2434/2010(H1N1); Influenza A virus (A/swine/Guangdong/2436/2010(H1N1); Influenza A virus (A/swine/Guangdong/2418/2010(H1N1); Influenza A virus (A/swine/Guangdong/2420/2010(H1N1); Influenza A virus (A/swine/Guangdong/2403/2010(H1N1)	52	0.9
UniRef90_A0A075EM59	Cluster: Putative PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	172	Influenza A virus (A/swine/Guangxi/3614/2011(H1N1); Influenza A virus (A/swine/Guangxi/3617/2011(H1N1); Influenza A virus (A/swine/Guangxi/3612/2011(H1N1); Influenza A virus (A/swine/Guangdong/NS3243/2011(H1N1); Influenza A virus (A/swine/Guangxi/3618/2011(H1N1); Influenza A virus (A/swine/Guangxi/NS3248/2011(H1N1); Influenza A virus (A/swine/Guangdong/NS3241/2011(H1N1); Influenza A virus; Influenza A virus (A/swine/Guangdong/NS2897/2012(H1N1); Influenza A virus (A/swine/Guangdong/NS2887/2012(H1N1)	52	0.9
UniRef90_A0A075EMX7	Cluster: Putative PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	7	Influenza A virus (A/swine/Guangdong/128/2012(H1N1); Influenza A virus (A/swine/Guangdong/2583/2012(H1N1); Influenza A virus (A/swine/Guangxi/3880/2011(H1N1); Influenza A virus (A/swine/Guangdong/NS2541/2012(H1N1); Influenza A virus (A/swine/Guangdong/NS2433/2012(H1N1); Influenza A virus (A/swine/Guangdong/2481/2012(H1N1); Influenza A virus (A/swine/Guangdong/NS2434/2012(H1N1)	52	0.9
UniRef90_A0A075ENZ4	Cluster: PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Hong Kong/4140/2011(H1N1)	57	0.9
UniRef90_A0A075ES08	Cluster: Matrix protein 2	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/swine/Hong Kong/4085/2011(H1N2); Influenza A virus (A/swine/Hong Kong/4083/2011(H1N2); Influenza A virus (A/swine/Hong Kong/4088/2011(H1N2); Influenza A virus (A/swine/Taichung/50-1/2004(H3N2)	97	0.9
UniRef90_A0A075ET33	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	7	Influenza A virus (A/swine/Hong Kong/4816/2011(H1N1); Influenza A virus	566	0.9
UniRef90_A0A075ETX5	Cluster: Matrix protein 2	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Hong Kong/268/2012(H1N1)	97	0.9
UniRef90_A0A075EWJ4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Beijing/187/2014(H1N1); Influenza A virus (A/Beijing/1221/2014(H1N1); Influenza A virus (A/Beijing/13183/2013(H1N1); Influenza A virus (A/Beijing/1328/2014(H1N1)	313	0.9
UniRef90_A0A075LZB6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Rio Grande do Sul/1062/2011(H1N1)	209	0.9
UniRef90_A0A075M116	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Rio Grande do Sul/1616/2012(H1N1)	209	0.9
UniRef90_A0A075SH87	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus (A/Dornogobi/RP129/2013(H1N1); Influenza A virus (A/Dornogobi/RP105/2013(H1N1); Influenza A virus (A/Dornogobi/RP089/2013(H1N1); Influenza A virus (A/Dornogobi/P17/2013(H1N1); Influenza A virus (A/Dornogobi/RP038/2013(H1N1); Influenza A virus (A/Dornogobi/RP028/2013(H1N1); Influenza A virus (A/Dornogobi/RP023/2013(H1N1); Influenza A virus (A/Dornogobi/RP034/2013(H1N1); Influenza A virus (A/Dornogobi/RP005/2013(H1N1); Influenza A virus (A/Dornogobi/RP069/2013(H1N1)	342	0.9
UniRef90_A0A075SLC4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Dornogobi/RP015/2013(H1N1)	342	0.9
UniRef90_A0A076FLF1	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL); UniParc	4305	Influenza A virus (A/Helsinki/289N/2014(H1N1); Influenza A virus (A/Helsinki/545N/2014(H1N1); Influenza A virus (A/Helsinki/544N/2014(H1N1); Influenza A virus (A/Helsinki/289M/2014(H1N1); Influenza A virus (A/Helsinki/544M/2014(H1N1); Influenza A virus (A/Barmer/922/2015(H1N1); Influenza A virus (A/Alaska/38/2014(H1N1); Influenza A virus (A/Connecticut/05/2015(H1N1); Influenza A virus (A/Georgia/15/2015(H1N1); Influenza A virus (A/New Mexico/17/2015(H1N1)	230	0.9
UniRef90_A0A076VEK7	Cluster: Protein PA-X	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Nebraska/A01240348/2011(H1N1)	252	0.9
UniRef90_A0A077CX60	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Bangladesh/13VIR5602-3/2013(H9N2)	446	0.9
UniRef90_A0A077CX73	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Bangladesh/14VIR1121-12/2013(H5N1)	447	0.9
UniRef90_A0A077CXA8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Bangladesh/14VIR2665-21/2014(H5N1)	449	0.9
UniRef90_A0A077CXB8	Cluster: Nuclear export protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Bangladesh/14VIR2665-23/2014(H5N1); Influenza A virus (A/chicken/Bangladesh/14VIR2665-24/2014(H5N1)	96	0.9
UniRef90_A0A077CY24	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Bangladesh/13VIR5602-1/2013(H5N1)	444	0.9
UniRef90_A0A077CY90	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Bangladesh/14VIR1121-17/2013(H5N1)	447	0.9
UniRef90_A0A077CZX8	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Bangladesh/13VIR5602-2/2013(H5N1)	444	0.9
UniRef90_A0A077D026	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Bangladesh/14VIR1121-18/2013(H5N1)	447	0.9
UniRef90_A0A077D069	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Bangladesh/14VIR2665-25/2014(H5N1)	449	0.9
UniRef90_A0A077D210	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus (A/duck/Bangladesh/14VIR1121-12/2013(H5N1); Influenza A virus (A/duck/Huadong/QTA/2010(H5N1); Influenza A virus (A/duck/Huadong/QGT/2010(H5N1); Influenza A virus (A/duck/Huanan/QF28/2010(H5N1); Influenza A virus (A/duck/Huadong/QYC/2010(H5N1); Influenza A virus (A/chicken/Huanan/QF23/2010(H5N1); Influenza A virus (A/chicken/Huanan/QH4/2010(H5N1); Influenza A virus (A/chicken/Guangdong/QH16/2009(H5); Influenza A virus (A/duck/Hubei/QG5/2008(H5); Influenza A virus (A/duck/Hubei/QF11/2008(H5)	282	0.9
UniRef90_A0A077D223	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Bangladesh/14VIR1121-16/2013(H5N1)	447	0.9
UniRef90_A0A077D265	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Bangladesh/14VIR2665-23/2014(H5N1); Influenza A virus (A/chicken/Bangladesh/14VIR2665-24/2014(H5N1)	449	0.9
UniRef90_A0A077HFK3	Cluster: Matrix protein 2	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Nicaragua/6228_04/2013(H3N2)	97	0.9
UniRef90_A0A077HHE6	Cluster: Matrix protein 2	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/Nicaragua/5898_06/2013(H3N2); Influenza A virus (A/Nicaragua/5968_01/2013(H3N2); Influenza A virus (A/Nicaragua/7477_04/2013(H3N2); Influenza A virus (A/Nicaragua/3026_01_TR1/2013(H3N2); Influenza A virus (A/Nicaragua/7622_01/2013(H3N2); Influenza A virus (A/Nicaragua/6865_15/2013(H3N2); Influenza A virus (A/Nicaragua/6596_07/2013(H3N2); Influenza A virus (A/Nicaragua/7699_01/2013(H3N2); Influenza A virus (A/Nicaragua/6966_06/2013(H3N2)	97	0.9
UniRef90_A0A077JCF6	Cluster: Polymerase basic protein 1-F2	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/muscovy duck/Long An/43/2013(H5N1); Influenza A virus (A/duck/Vietnam/NCVD14-A494/2014(H5N1); Influenza A virus (A/chicken/Vietnam/NCVD14-A463/2014(H5N1); Influenza A virus (A/muscovy duck/Long An/46/2013(H5N1); Influenza A virus (A/chicken/Vietnam/NCVD14-A459/2014(H5N1); Influenza A virus (A/duck/Vietnam/NCVD14-A490/2014(H5N1); Influenza A virus (A/duck/Vietnam/NCVD14-A476/2014(H5N1); Influenza A virus (A/duck/Vietnam/NCVD14-A389/2014(H5N1); Influenza A virus (A/duck/Vietnam/HU3-408/2015(H5N1)	57	0.9
UniRef90_A0A077JCR2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	15	Influenza A virus (A/muscovy duck/Long An/43/2013(H5N1); Influenza A virus (A/chicken/Khanhhoa/CVVI-40/2014(H5N1); Influenza A virus (A/pheasant/TienGiang/0021/2013(H5N1); Influenza A virus (A/domestic duck/VinhLong/0184/2013(H5N1); Influenza A virus (A/domestic duck/VinhLong/0185/2013(H5N1); Influenza A virus (A/muscovy duck/Long An/46/2013(H5N1); Influenza A virus (A/quail/Vietnam/NCVD-3794/2013(H5N1); Influenza A virus (A/domestic duck/VinhLong/0186/2013(H5N1); Influenza A virus (A/chicken/Khanhhoa/CVVI-41/2014(H5N1); Influenza A virus (A/duck/Khanhhoa/CVVI-30/2014(H5N1)	449	0.9
UniRef90_A0A077K873	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/swine/Ibaraki/1/2013(H1N2); Influenza A virus (A/swine/Gunma/1/2013(H1N2)	565	0.9
UniRef90_A0A077KAF4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/duck/Nha Trang/21/2013(H6N2); Influenza A virus (A/duck/Jiangxi/3779/2009(mixed); Influenza A virus (A/duck/Vietnam/OIE-0033/2012(H6N2)	459	0.9
UniRef90_A0A077KG39	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/muscovy duck/Vietnam/LBM634/2014(H5N1); Influenza A virus (A/muscovy duck/Vietnam/LBM636/2014(H5N1); Influenza A virus (A/muscovy duck/Vietnam/LBM631/2014(H5N1); Influenza A virus (A/duck/Vietnam/LBM639/2014(H5N1); Influenza A virus; Influenza A virus (A/duck/Vietnam/LBM632/2014(H5N1); Influenza A virus (A/duck/Vietnam/LBM633/2014(H5N1); Influenza A virus (A/muscovy duck/Vietnam/LBM635/2014(H5N1); Influenza A virus (A/duck/Vietnam/LBM638/2014(H5N1)	449	0.9
UniRef90_A0A088B1I9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Cambodia/250W7M1/2013(H5N1)	449	0.9
